,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
188,189,Mauritius,"1,201",,15 ,,841,,345,,943,12,"358,675","281,661","1,273,428 ",Africa,"1,060","84,895",4
189,190,Timor-Leste,"1,103",,2 ,,564,,537,,824,1,"52,173","38,992","1,338,060 ",Asia,"1,213","669,030",26
190,191,Taiwan,"1,068",+1,11 ,,"1,031",+2,26,,45,0.5,"513,203","21,517","23,850,673 ",Asia,"22,332","2,168,243",46
191,192,Bhutan,929,,1 ,,876,,52,,"1,194",1,"656,867","844,012","778,267 ",Asia,838,"778,267",1
192,193,St. Barth,907,,1 ,,462,,444,,"91,607",101,"26,385","2,664,882","9,901 ",North America,11,"9,901",0
193,195,Faeroe Islands,662,,1 ,,660,,1,,"13,508",20,"247,602","5,052,174","49,009 ",Europe,74,"49,009",0
194,196,Cayman Islands,523,,2 ,,498,,23,,"7,885",30,"85,460","1,288,465","66,327 ",North America,127,"33,164",1
195,197,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,057,874 ",Africa,"119,957","2,907,518",
196,198,Wallis and Futuna,437,,5 ,,44,,388,3,"39,430",451,"1,331","120,094","11,083 ",Australia/Oceania,25,"2,217",8
197,199,Brunei ,221,,3 ,,206,,12,,501,7,"116,596","264,532","440,764 ",Asia,"1,994","146,921",4
198,200,British Virgin Islands,178,,1 ,,159,,18,,"5,857",33,"13,223","435,125","30,389 ",North America,171,"30,389",2
199,201,Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,170","72,127 ",North America,437,,5
200,202,Grenada,155,,1 ,,152,,2,,"1,372",9,"23,989","212,418","112,933 ",North America,729,"112,933",5
201,203,New Caledonia,121,, ,,58,,63,,421,,"29,182","101,450","287,650 ",Australia/Oceania,"2,377",,10
202,204,Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,701","901,543 ",Australia/Oceania,"13,258","450,772",22
203,205,Falkland Islands,62,, ,,55,,7,,"17,421",,"7,191","2,020,511","3,559 ",South America,57,,0
204,206,Laos,53,, ,,49,,4,,7,,"143,481","19,500","7,358,183 ",Asia,"138,834",,51
205,207,Macao,49,, ,,48,,1,,75,,"4,418","6,732","656,265 ",Asia,"13,393",,149
206,210,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,
207,211,Anguilla,25,, ,,22,,3,,"1,655",,"14,579","964,985","15,108 ",North America,604,,1
208,214,Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,428","700,011 ",Australia/Oceania,"36,843",,156
209,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,784 ",Africa,"60,878","608,784",
210,218,Samoa,3,, ,,2,,1,,15,,,,"199,449 ",Australia/Oceania,"66,483",,
211,219,Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,741 ",Australia/Oceania,"104,247",,665
212,221,China,"90,457",+10,"4,636 ",,"85,524",+11,297,5,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,912","310,467",9
