,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
180,181,Sint Maarten,"2,188",+3,27 ,,"2,124",+6,37,1,"50,584",624,"25,304","584,996","43,255 ",North America,20,"1,602",2
181,182,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,473","5,149,709 ",Africa,"2,522","60,585",65
182,183,Bermuda,"1,912",+21,16 ,,"1,037",+39,859,41,"30,790",258,"218,967","3,526,152","62,098 ",North America,32,"3,881",0
183,184,St. Vincent Grenadines,"1,806",,10 ,,"1,665",,131,2,"16,239",90,"43,985","395,495","111,215 ",North America,62,"11,122",3
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,213",306,"26,385","673,465","39,178 ",North America,23,"3,265",1
185,186,Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,434",340,"44,761","524,232","85,384 ",Europe,54,"2,944",2
186,187,Caribbean Netherlands,"1,526",+7,14 ,,"1,416",+20,96,,"57,775",530,"10,011","379,018","26,413 ",North America,17,"1,887",3
187,188,Antigua and Barbuda,"1,201",+3,31 ,+1,947,+9,223,45,"12,185",315,"16,493","167,338","98,561 ",North America,82,"3,179",6
188,189,Mauritius,"1,198",+5,15 ,,797,,386,,941,12,"358,675","281,664","1,273,416 ",Africa,"1,063","84,894",4
189,190,Timor-Leste,"1,074",+28,2 ,+1,550,,522,,803,1,"50,556","37,787","1,337,923 ",Asia,"1,246","668,962",26
190,191,Taiwan,"1,062",+4,11 ,,"1,027",+1,24,,45,0.5,"513,203","21,518","23,850,438 ",Asia,"22,458","2,168,222",46
191,192,Bhutan,927,+6,1 ,,875,,51,,"1,191",1,"652,722","838,737","778,220 ",Asia,840,"778,220",1
192,193,St. Barth,907,,1 ,,462,,444,,"91,607",101,"26,385","2,664,882","9,901 ",North America,11,"9,901",0
193,196,Cayman Islands,516,,2 ,,487,,27,,"7,780",30,"84,802","1,278,641","66,322 ",North America,129,"33,161",1
194,197,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,048,540 ",Africa,"119,938","2,907,073",
195,198,Wallis and Futuna,437,,5 ,,44,,388,3,"39,426",451,"1,331","120,083","11,084 ",Australia/Oceania,25,"2,217",8
196,199,Brunei ,219,,3 ,,206,,10,,497,7,"116,596","264,545","440,741 ",Asia,"2,013","146,914",4
197,200,British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,139","30,388 ",North America,171,"30,388",2
198,201,Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,172","72,126 ",North America,437,,5
199,202,Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,424","112,930 ",North America,729,"112,930",5
200,203,New Caledonia,121,, ,,58,,63,,421,,"29,182","101,455","287,635 ",Australia/Oceania,"2,377",,10
201,204,Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,703","901,508 ",Australia/Oceania,"13,257","450,754",22
202,205,Falkland Islands,60,, ,,54,,6,,"16,863",,"7,165","2,013,772","3,558 ",South America,59,,0
203,206,Laos,52,, ,,49,,3,,7,,"143,481","19,501","7,357,605 ",Asia,"141,492",,51
204,207,Macao,49,, ,,48,,1,,75,,"4,418","6,733","656,216 ",Asia,"13,392",,149
205,210,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,
206,211,Anguilla,25,, ,,22,,3,,"1,655",,"14,579","965,049","15,107 ",North America,604,,1
207,214,Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,429","699,918 ",Australia/Oceania,"36,838",,156
208,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,703 ",Africa,"60,870","608,703",
209,218,Samoa,3,, ,,2,,1,,15,,,,"199,442 ",Australia/Oceania,"66,481",,
210,219,Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,702 ",Australia/Oceania,"104,234",,665
211,221,China,"90,435",+9,"4,636 ",,"85,506",+11,293,4,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,916","310,467",9
