,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,220",306,"26,385","673,568","39,172 ",North America,23,"3,264",1
185,186,Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,435",340,"44,761","524,256","85,380 ",Europe,54,"2,944",2
186,187,Caribbean Netherlands,"1,511",,14 ,,"1,349",,148,,"57,211",530,"9,238","349,779","26,411 ",North America,17,"1,887",3
187,188,Mauritius,"1,185",,12 ,,730,,443,,931,9,"358,675","281,667","1,273,399 ",Africa,"1,075","106,117",4
188,189,Antigua and Barbuda,"1,182",,30 ,,913,,239,45,"11,993",304,"16,493","167,350","98,554 ",North America,83,"3,285",6
189,190,Taiwan,"1,056",+2,10 ,,"1,020",+2,26,,44,0.4,"484,871","20,330","23,850,085 ",Asia,"22,585","2,385,009",49
190,191,Timor-Leste,947,+70,1 ,,443,+48,503,,708,0.7,"48,364","36,154","1,337,717 ",Asia,"1,413","1,337,717",28
191,192,Bhutan,910,+4,1 ,,875,,34,,"1,169",1,"650,059","835,389","778,151 ",Asia,855,"778,151",1
192,193,St. Barth,907,,1 ,,462,,444,,"91,616",101,"26,385","2,665,152","9,900 ",North America,11,"9,900",0
193,196,Cayman Islands,516,,2 ,,487,,27,,"7,781",30,"84,802","1,278,756","66,316 ",North America,129,"33,158",1
194,197,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,034,538 ",Africa,"119,911","2,906,407",
195,198,Wallis and Futuna,432,+2,5 ,,44,,383,3,"38,968",451,"1,331","120,061","11,086 ",Australia/Oceania,26,"2,217",8
196,199,Brunei ,219,,3 ,,206,,10,,497,7,"116,596","264,566","440,707 ",Asia,"2,012","146,902",4
197,200,British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,168","30,386 ",North America,171,"30,386",2
198,201,Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,178","72,124 ",North America,437,,5
199,202,Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,433","112,925 ",North America,729,"112,925",5
200,203,New Caledonia,121,, ,,58,,63,,421,,"29,017","100,889","287,613 ",Australia/Oceania,"2,377",,10
201,204,Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,706","901,455 ",Australia/Oceania,"13,257","450,728",22
202,205,Falkland Islands,60,, ,,54,,6,,"16,868",,"7,165","2,014,338","3,557 ",South America,59,,0
203,206,Macao,49,, ,,48,,1,,75,,"4,418","6,733","656,144 ",Asia,"13,391",,149
204,207,Laos,49,, ,,47,,2,,7,,"140,510","19,099","7,356,740 ",Asia,"150,138",,52
205,210,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,
206,211,Anguilla,25,, ,,22,,3,,"1,655",,"14,579","965,113","15,106 ",North America,604,,1
207,214,Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,431","699,780 ",Australia/Oceania,"36,831",,156
208,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,583 ",Africa,"60,858","608,583",
209,218,Samoa,3,, ,,2,,1,,15,,,,"199,431 ",Australia/Oceania,"66,477",,
210,219,Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,643 ",Australia/Oceania,"104,214",,665
211,221,China,"90,400",+14,"4,636 ",,"85,481",+10,283,3,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,922","310,467",9
